text,body_len,punct%,cap_count,has_link,clean_text,label
IM REALY SOZ IMAT MY MUMS 2NITE WHAT ABOUT 2MORO ,49,0.0,10,0,m realy soz imat mum 2nite 2moro,ham
Hey r Ì_ still online? I've finished the formatting...,54,13.04,1,0,hey r ì online ve finish formatting,ham
Leaving to qatar tonite in search of an opportunity.all went fast.pls add me in ur prayers dear.Rakhesh,103,3.45,0,0,leave qatar tonite search opportunityall go fastpls add ur prayer dearrakhesh,ham
Ok,2,0.0,0,0,ok,ham
Gud ni8.swt drms.take care,26,8.7,0,0,gud ni8swt drmstake care,ham
"Well the general price is  &lt;#&gt; /oz, let me know if/when/how much you want",79,13.85,0,0,general price oz let know ifwhenhow want,ham
Your account has been refilled successfully by INR  &lt;DECIMAL&gt; . Your KeralaCircle prepaid account balance is Rs  &lt;DECIMAL&gt; . Your Transaction ID is KR &lt;#&gt; .,174,10.88,3,0,account refill successfully inr decimal keralacircle prepay account balance rs decimal transaction d kr,ham
I cant pick the phone right now. Pls send a message,51,2.44,0,0,not pick phone right pls send message,ham
"Uh, heads up we don't have THAT much left",41,6.06,1,0,uh head not left,ham
"Thanx 4 the time weåÕve spent 2geva, its bin mint! Ur my Baby and all I want is u!xxxx",86,4.41,0,0,thanx 4 time weåõve spend 2geva bin mint ur baby want uxxxx,ham
Prabha..i'm soryda..realy..frm heart i'm sory,45,19.51,0,0,prabhaim sorydarealyfrm heart m sory,ham
K..k...from tomorrow onwards started ah?,40,16.67,0,0,kkfrom tomorrow onwards start ah,ham
No need to buy lunch for me.. I eat maggi mee..,47,10.81,0,0,need buy lunch eat maggi mee,ham
I'm freezing and craving ice. Fml,33,7.14,0,0,m freeze crave ice fml,ham
Oh. U must have taken your REAL Valentine out shopping first.,61,3.92,1,0,oh u take real valentine shop,ham
Speaking of does he have any cash yet?,38,3.23,0,0,speak cash,ham
Yup i'm free...,15,30.77,0,0,yup m free,ham
Thats cool! Sometimes slow and gentle. Sonetimes rough and hard :),66,7.14,0,0,s cool slow gentle sonetime rough hard,ham
"Aight, I should be there by 8 at the latest, probably closer to 7. Are jay and tyler down or should we just do two trips?",121,4.17,0,0,aight 8 late probably close 7 jay tyler trip,ham
No objection. My bf not coming.,31,7.69,0,0,objection bf come,ham
FREE for 1st week! No1 Nokia tone 4 ur mob every week just txt NOKIA to 8007 Get txting and tell ur mates www.getzed.co.uk POBox 36504 W45WQ norm150p/tone 16+,158,4.62,3,0,free 1st week no1 nokia tone 4 ur mob week txt nokia 8007 txte tell ur mate pobox 36504 w45wq norm150ptone 16,spam
We're done...,13,33.33,0,0,,ham
"For ur chance to win a å£250 cash every wk TXT: ACTION to 80608. T's&C's www.movietrivia.tv custcare 08712405022, 1x150p/wk",123,8.57,2,0,ur chance win å£250 cash wk txt action 80608 tsc custcare 08712405022 1x150pwk,spam
Sometimes Heart Remembrs someone Very much... Forgets someone soon... Bcoz Heart will not like everyone. But liked ones will be Remembered Everytime... BSLVYL,158,7.35,1,0,heart remembr forget soon bcoz heart like like one remember everytime bslvyl,ham
"Just so that you know,yetunde hasn't sent money yet. I just sent her a text not to bother sending. So its over, you dont have to involve yourself in anything. I shouldn't have imposed anything on you in the first place so for that, i apologise.",244,4.52,0,0,knowyetunde not send money send text bother send not involve not impose place apologise,ham
I'll probably be around mu a lot,32,3.85,0,0,ill probably mu lot,ham
"Mah b, I'll pick it up tomorrow",31,8.0,0,0,mah b ill pick tomorrow,ham
MAKE SURE ALEX KNOWS HIS BIRTHDAY IS OVER IN FIFTEEN MINUTES AS FAR AS YOU'RE CONCERNED,87,1.39,16,0,sure alex know birthday minute far concern,ham
"I noe la... U wana pei bf oso rite... K lor, other days den...",62,20.41,0,0,noe la u wana pei bf oso rite k lor day den,ham
I love ya too but try and budget your money better babe. Gary would freak on me if he knew,90,1.41,0,0,love ya try budget money well babe gary freak know,ham
Don't necessarily expect it to be done before you get back though because I'm just now headin out,97,2.5,0,0,not necessarily expect m headin,ham
"Oh, then your phone phoned me but it disconnected",49,2.44,0,0,oh phone phone disconnect,ham
Ok i also wan 2 watch e 9 pm show...,36,11.11,0,0,ok wan 2 watch e 9 pm,ham
HI BABE IM AT HOME NOW WANNA DO SOMETHING? XX,45,2.78,10,0,hi babe m home wanna xx,ham
"I'll see, but prolly yeah",25,9.52,0,0,ill prolly yeah,ham
Great. Hope you are using your connections from mode men also cos you can never know why old friends can lead you to today,122,1.01,0,0,great hope connection mode man cos know old friend lead today,ham
Are you this much buzy,22,0.0,0,0,buzy,ham
Raji..pls do me a favour. Pls convey my Birthday wishes to Nimya. Pls. Today is her birthday.,93,7.79,0,0,rajipls favour pls convey birthday wish nimya pls today birthday,ham
Love it! Daddy will make you scream with pleasure! I am going to slap your ass with my dick!,92,4.05,0,0,love daddy scream pleasure go slap ass dick,ham
True lov n care wil nevr go unrecognized. though somone often makes mistakes when valuing it. but they will definitly undrstnd once when they start missing it.,159,2.26,0,0,true lov n care wil nevr unrecognized somone make mistake value definitly undrstnd start miss,ham
Dont know supports ass and srt i thnk. I think ps3 can play through usb too,75,1.67,0,0,not know support ass srt thnk think ps3 play usb,ham
Already one guy loving you:-.,29,12.0,0,0,guy love,ham
"Yeah hopefully, if tyler can't do it I could maybe ask around a bit",67,3.7,0,0,yeah hopefully tyler not maybe ask bit,ham
Convey my regards to him,24,0.0,0,0,convey regard,ham
"Thank You for calling.Forgot to say Happy Onam to you Sirji.I am fine here and remembered you when i met an insurance person.Meet You in Qatar Insha Allah.Rakhesh, ex Tata AIG who joined TISSCO,Tayseer.",202,4.14,1,0,thank callingforgot happy onam sirjii fine remember meet insurance personmeet qatar insha allahrakhesh ex tata aig join tisscotayseer,ham
Ugh. Gotta drive back to sd from la. My butt is sore.,53,7.14,0,0,ugh get to drive sd la butt sore,ham
Why de. You looking good only:-)..,34,20.69,0,0,de look good,ham
Alrite jod hows the revision goin? Keris bin doin a smidgin. N e way u wanna cum over after college?xx,102,3.61,0,0,alrite jod s revision goin keris bin doin smidgin n e way u wanna cum collegexx,ham
Me hungry buy some food good lei... But mum n yun dun wan juz buy a little bit... ,82,9.38,0,0,hungry buy food good lei mum n yun dun wan juz buy little bit,ham
Oh :-)only 4 outside players allowed to play know,49,7.32,0,0,oh 4 outside player allow play know,ham
"Got ur mail Dileep.thank you so muchand look forward to lots of support...very less contacts here,remember one venugopal you mentioned.tomorrow if not late,i shall try to come up till there.goodnight dear.",205,5.14,0,0,get ur mail dileepthank muchand look forward lot supportvery contact hereremember venugopal mentionedtomorrow latei shall try come till theregoodnight dear,ham
Lil fever:) now fine:),22,21.05,0,0,lil fever fine,ham
Im done. Just studyn in library,31,3.85,0,0,m studyn library,ham
"Awesome, I'll see you in a bit",30,8.33,0,0,awesome ill bit,ham
"yeah, that's what I was thinking",32,7.41,0,0,yeah s think,ham
Hey mr whats the name of that bill brison book the one about language and words ,80,0.0,0,0,hey mr s bill brison book language word,ham
You still around? Looking to pick up later,42,2.86,0,0,look pick later,ham
2/2 146tf150p,13,8.33,0,0,22 146tf150p,spam
I want to be inside you every night...,38,9.68,0,0,want inside night,ham
You got called a tool?,22,5.56,0,0,get call tool,ham
Message:some text missing* Sender:Name Missing* *Number Missing *Sent:Date missing *Missing U a lot thats y everything is missing sent via fullonsms.com,152,6.82,0,0,messagesome text miss sendername miss number miss sentdate miss miss u lot s y miss send fullonsmscom,ham
You'll not rcv any more msgs from the chat svc. For FREE Hardcore services text GO to: 69988 If u get nothing u must Age Verify with yr network & try again,155,3.23,2,0,ll rcv msg chat svc free hardcore service text 69988 u u age verify yr network try,spam
Hello. They are going to the village pub at 8 so either come here or there accordingly. Ok?,91,4.05,0,0,hello go village pub 8 come accordingly ok,ham
Are you angry with me. What happen dear,39,3.12,0,0,angry happen dear,ham
"Hi Chikku, send some nice msgs",30,4.0,0,0,hi chikku send nice msg,ham
Only 2% students solved this CAT question in 'xam... 5+3+2= &lt;#&gt;  9+2+4= &lt;#&gt;  8+6+3= &lt;#&gt;  then 7+2+5=????? Tell me the answer if u r brilliant...1thing.i got d answr.,183,27.45,1,0,2 student solve cat question xam 532 924 863 725 tell answer u r brilliant1thingi get d answr,ham
"1000's flirting NOW! Txt GIRL or BLOKE & ur NAME & AGE, eg GIRL ZOE 18 to 8007 to join and get chatting!",104,7.32,7,0,1000 flirt txt girl bloke ur age eg girl zoe 18 8007 join chat,spam
But i'll b going 2 sch on mon. My sis need 2 take smth.,55,7.14,0,0,ill b go 2 sch mon sis need 2 smth,ham
"Oh, the grand is having a bit of a party but it doesn't mention any cover charge so it's probably first come first served",121,3.06,0,0,oh grand have bit party not mention cover charge probably come serve,ham
Watching ajith film ah?,23,5.0,0,0,watch ajith film ah,ham
"The house is on the water with a dock, a boat rolled up with a newscaster who dabbles in jazz flute behind the wheel",116,1.08,0,0,house water dock boat roll newscaster dabble jazz flute wheel,ham
"I have 2 sleeping bags, 1 blanket and paper and  phone details. Anything else?",78,4.69,0,0,2 sleep bag 1 blanket paper phone detail,ham
Every monday..nxt week vl be completing..,41,11.11,0,0,mondaynxt week vl complete,ham
Wat uniform? In where get?,26,9.09,0,0,wat uniform,ham
"URGENT! Your Mobile No 07808726822 was awarded a å£2,000 Bonus Caller Prize on 02/09/03! This is our 2nd attempt to contact YOU! Call 0871-872-9758 BOX95QU",155,6.11,3,0,urgent mobile 07808726822 award å£2000 bonus caller prize 020903 2nd attempt contact 08718729758 box95qu,spam
Oh is it! Which brand?,22,11.11,0,0,oh brand,ham
Wait.i will come out.. &lt;#&gt;  min:),39,30.3,0,0,waiti come min,ham
"Enjoy the showers of possessiveness poured on u by ur loved ones, bcoz in this world of lies, it is a golden gift to be loved truly..",133,3.74,0,0,enjoy shower possessiveness pour u ur love one bcoz world lie golden gift love truly,ham
How are you doing. How's the queen. Are you going for the royal wedding,71,5.17,0,0,s queen go royal wedding,ham
R u saying i should re order the slippers cos i had to pay for returning it.,76,1.67,0,0,r u say order slipper cos pay return,ham
Its  &lt;#&gt; k here oh. Should i send home for sale.,54,16.28,0,0,k oh send home sale,ham
"Sorry,in meeting I'll call later",32,7.14,0,0,sorryin meeting ill later,ham
Alex knows a guy who sells mids but he's down in south tampa and I don't think I could set it up before like 8,110,2.33,0,0,alex know guy sell mid s south tampa not think set like 8,ham
Eat jap done oso aft ur lect wat... ÌÏ got lect at 12 rite... ,62,12.5,1,0,eat jap oso aft ur lect wat ìï get lect 12 rite,ham
Horrible bf... I now v hungry...,32,22.22,0,0,horrible bf v hungry,ham
Miss call miss call khelate kintu opponenter miss call dhorte lage. Thats d rule. One with great phone receiving quality wins.,126,2.83,0,0,miss miss khelate kintu opponenter miss dhorte lage s d rule great phone receive quality win,ham
Carlos'll be here in a minute if you still need to buy,54,2.33,0,0,carlosll minute need buy,ham
Oh ic. I thought you meant mary jane.,37,6.67,0,0,oh ic think mean mary jane,ham
Ard 530 lor. I ok then message Ì_ lor.,38,10.0,1,0,ard 530 lor ok message ì lor,ham
"For ur chance to win a å£250 wkly shopping spree TXT: SHOP to 80878. T's&C's www.txt-2-shop.com custcare 08715705022, 1x150p/wk",127,10.09,2,0,ur chance win å£250 wkly shopping spree txt shop 80878 tsc custcare 08715705022 1x150pwk,spam
"Awesome question with a cute answer: Someone asked a boy \how is ur life?\"" . . He smiled &amp; answered: . . \""She is fine!\"" Gudnite""",135,16.36,0,0,awesome question cute answer ask boy ur life smile answer fine gudnite,ham
Haha... Hope Ì_ can hear the receipt sound... Gd luck!,54,17.78,1,0,haha hope ì hear receipt sound gd luck,ham
Thanks for yesterday sir. You have been wonderful. Hope you enjoyed the burial. MojiBiola,89,3.95,0,0,thank yesterday sir wonderful hope enjoy burial mojibiola,ham
Yar i wanted 2 scold u yest but late already... I where got zhong se qing you? If u ask me b4 he ask me then i'll go out w u all lor. N u still can act so real.,160,5.79,0,0,yar want 2 scold u y late get zhong se qe u ask b4 ask ill w u lor n u act real,ham
Hi dear we saw dear. We both are happy. Where you my battery is low,67,3.77,0,0,hi dear see dear happy battery low,ham
Did u receive my msg?,21,5.88,0,0,u receive msg,ham
U 447801259231 have a secret admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09058094597,145,2.48,1,0,u 447801259231 secret admirer look 2 contact ufind rreveal think ur specialcall 09058094597,spam
Bbq this sat at mine from 6ish. Ur welcome 2 come,49,2.56,0,0,bbq sit 6ish ur welcome 2 come,ham
No go. No openings for that room 'til after thanksgiving without an upcharge.,77,4.62,0,0,opening room til thanksgiving upcharge,ham
Can a not?,10,12.5,0,0,,ham
URGENT! We are trying to contact you. Last weekends draw shows that you have won a å£900 prize GUARANTEED. Call 09061701851. Claim code K61. Valid 12hours only,159,3.76,3,0,urgent try contact weekend draw show win å£900 prize guarantee 09061701851 claim code k61 valid 12hour,spam
K.i will send in  &lt;#&gt;  min:),34,29.63,0,0,ki send min,ham
I am not having her number sir,30,0.0,0,0,have number sir,ham
The bus leaves at  &lt;#&gt; ,29,21.74,0,0,bus leave,ham
"Somewhr someone is surely made 4 u. And God has decided a perfect time to make u meet dat person. . . . till den, . . . . . Enjoy ur crushes..!!!;-)",148,16.38,0,0,somewhr surely 4 u god decide perfect time u meet dat person till den enjoy ur crush,ham
Lara said she can loan me  &lt;#&gt; .,38,20.0,0,0,lara say loan,ham
